date,year,return,value,n_features
2022-08-01,2022,0.014554123998804269,25454.172715017947,14
2022-08-08,2022,0.051642032753709065,26768.67793608547,9
2022-08-15,2022,-0.05011140483604627,25427.261879104553,8
2022-08-22,2022,0.012728900253479437,25750.922959282776,9
2022-08-29,2022,0.03566877383264714,26669.426806299354,8
2022-09-12,2022,-0.04725993612003613,25409.03139907567,6
2022-09-19,2022,-0.09902520402004253,22892.896880830533,9
2022-09-26,2022,-0.03897498441399978,22000.646581708857,12
2022-10-03,2022,-0.019634946158082887,21568.665070633993,9
2022-10-10,2022,-0.004608365869609299,21469.26877066945,10
2022-10-17,2022,0.024345408051090256,21991.946879449926,7
2022-10-24,2022,0.03217268044222795,22699.486758704923,6
2022-10-31,2022,-0.056744888477360325,21411.406914088893,6
2022-11-07,2022,0.10201734557386466,23595.741812466134,7
2022-11-14,2022,-0.02724105683559186,22952.968868674794,5
2022-11-21,2022,0.027663424928832316,23587.926599867205,11
2022-11-28,2022,0.02790195938410408,24246.07596981193,6
2022-12-05,2022,-0.03224661782286421,23464.22202430927,6
2022-12-12,2022,-0.03592973015167082,22621.15885875695,7
2022-12-19,2022,0.03374102679020222,23384.41998583569,9
2023-01-09,2023,0.0786071049551063,25222.60154197656,7
2023-01-23,2023,0.013767242240222632,25569.847207333565,8
2023-01-30,2023,0.05068462894467125,26865.845425209205,7
2023-02-06,2023,0.00013216780566894793,26869.396225046497,9
2023-02-13,2023,-0.03616779890768723,25897.589305608046,9
2023-02-27,2023,0.015852939888688654,26308.142232131795,9
2023-03-06,2023,-0.07498784258890981,24335.351403622048,9
2023-03-13,2023,-0.0240850818519724,23749.232473169297,10
2023-03-20,2023,0.013125934728037724,24060.96334845311,7
2023-03-27,2023,0.06913528231629626,25724.424842350476,9
2023-04-03,2023,-0.03619758709433478,24793.262733667827,7
2023-04-10,2023,0.014067765748178761,25142.048545938116,8
2023-04-17,2023,-0.023508318674232143,24551.00125659719,7
2023-04-24,2023,0.023608041784265288,25130.602320108483,11
2023-05-01,2023,-0.025275789206551425,24495.40651323175,11
2023-05-08,2023,-0.01770686956524502,24061.669545154302,7
2023-05-15,2023,0.014583761279719975,24412.57918979234,11
2023-05-22,2023,0.0016204853832041289,24452.13941753571,8
2023-06-05,2023,0.026735554759208236,25105.88092991303,11
2023-06-12,2023,-0.012247849491894147,24798.38787892204,8
2023-06-26,2023,0.040431486364945576,25801.023560321308,14
2023-07-03,2023,0.009169860920608041,26037.615357978786,13
2023-07-10,2023,0.03269701120675337,26888.967559135748,10
2023-07-17,2023,0.01696944751129763,27345.258482763486,11
2023-07-24,2023,0.022841782111259812,27969.87291880285,10
2023-07-31,2023,-0.0253927843146289,27259.63996846811,11
2023-08-07,2023,0.003139783992806233,27345.229349690766,8
2023-08-14,2023,-0.03667948545143109,26342.220407592737,8
2023-08-21,2023,-0.00426973174305365,26229.746192935923,11
2023-08-28,2023,0.02227589634355671,26814.037300247568,8
2023-09-11,2023,-0.014790816255145356,26417.43580148099,8
2023-09-18,2023,-0.04363943180334553,25264.593913403005,10
2023-09-25,2023,0.002896793080638382,25337.780214236485,7
2023-10-02,2023,-0.005169859952439704,25206.787439023185,9
2023-10-09,2023,-0.015601431542977684,24813.525470374876,10
2023-10-16,2023,-0.044092212391382925,23719.442235156115,9
2023-10-23,2023,-0.02518977783962286,23121.954754772767,9
2023-10-30,2023,0.0774940191635761,24913.767959638466,12
2023-11-06,2023,0.008455914357083049,25124.43664781741,10
2023-11-13,2023,0.04282982934742661,26200.51198189366,12
2023-11-20,2023,-0.002286494518661597,26140.60465486093,10
2023-11-27,2023,0.04769241404371457,27387.313195413608,9
2023-12-04,2023,0.01421433176323047,27776.605551276716,8
2023-12-11,2023,0.059733222448052944,29435.79170952295,7
2023-12-18,2023,-0.004125782968133596,29314.34602143427,8
2024-01-08,2024,-0.04174300788067219,28090.677044444787,9
2024-01-22,2024,0.01784359425728387,28591.915688038258,7
2024-01-29,2024,0.001670260131801482,28639.671624903818,9
2024-02-05,2024,0.02472218594075264,29347.70691209679,9
