date,ticker,action,shares,price,execution_price,cost,pnl,holding_days
2017-02-08,HD,SELL,1,110.17470703371053,110.06453232667683,0.11017470703371053,1.7238695124885588,35
2017-02-08,AAPL,BUY,3,30.274256613382484,30.304530869995865,0.09082276984014745,0.0,0
2017-02-09,AMD,BUY,2,13.779999732971191,13.793779732704163,0.027559999465942384,0.0,0
2017-02-27,DIS,SELL,284,103.54500515003865,103.44146014488861,29.406781462610976,354.87270865358585,54
2017-02-27,V,BUY,184,83.1277788098887,83.21090658869858,15.29551130101952,0.0,0
2017-02-27,JPM,BUY,197,71.33960636972523,71.41094597609495,14.053902454835871,0.0,0
2017-03-07,AMD,SELL,2,13.069999694824219,13.056929695129394,0.02613999938964844,-1.4998400745391858,26
2017-03-17,AAPL,SELL,4,32.63934255538655,32.606703212831164,0.1305573702215462,9.265012720743279,38
2017-03-17,JNJ,BUY,1,100.79232287278231,100.89311519565508,0.10079232287278231,0.0,0
2017-03-21,JPM,SELL,197,71.37118078321686,71.29980960243364,14.060122614293721,-35.95398822557179,22
2017-03-21,JNJ,BUY,139,100.737401820002,100.838139221822,14.00249885298028,0.0,0
2017-03-21,CRM,BUY,1,82.13600632505317,82.21814233137823,0.08213600632505318,0.0,0
2017-03-23,CRM,SELL,181,81.14641634165463,81.06526992531298,14.687501357839489,242.01899617027829,48
2017-03-23,PEP,BUY,170,85.83987552211934,85.92571539764147,14.592778838760289,0.0,0
2017-03-28,V,SELL,184,83.88076782226562,83.79688705444336,15.434061279296875,92.3863444177431,29
2017-03-28,PEP,BUY,178,85.7325419554666,85.81827449742207,15.260392468073055,0.0,0
2017-03-28,META,BUY,1,139.50003266341741,139.63953269608083,0.13950003266341743,0.0,0
2017-04-06,BA,SELL,102,166.03961324746217,165.87357363421472,16.936040551241142,1963.3703407221337,92
2017-04-06,JNJ,SELL,140,97.96748028011231,97.8695127998322,13.715447239215724,-429.3781222916215,20
2017-04-06,TSLA,BUY,413,19.79199981689453,19.811791816711427,8.174095924377442,0.0,0
2017-04-06,AMZN,BUY,262,45.689998626708984,45.73568862533569,11.970779640197755,0.0,0
2017-04-06,LLY,BUY,141,74.4187603585098,74.49317911886831,10.493045210549882,0.0,0
2017-04-10,PEP,SELL,348,85.64817335811428,85.56252518475617,29.80556432862377,-137.07127817365566,18
2017-04-10,LLY,BUY,206,74.41007622875881,74.48448630498757,15.328475703124315,0.0,0
2017-04-11,QQQ,SELL,252,124.4643707016505,124.33990633094885,31.365021416815924,1997.55548215855,82
2017-04-11,LLY,BUY,66,74.41877633862114,74.49319511495976,4.911639238348996,0.0,0
2017-04-12,AMZN,BUY,1,45.15449905395508,45.199653553009036,0.04515449905395508,0.0,0
2017-04-12,TSLA,BUY,2,20.422666549682617,20.4430892162323,0.040845333099365236,0.0,0
2017-04-13,TSLA,BUY,13,19.780000686645508,19.799780687332152,0.2571400089263916,0.0,0
2017-04-13,AMZN,BUY,1,44.5724983215332,44.61707081985474,0.044572498321533205,0.0,0
2017-04-17,LLY,BUY,17,70.78795054723365,70.85873849778088,1.2033951593029721,0.0,0
2017-04-18,LLY,SELL,430,71.31908519388372,71.24776610868985,30.66720663337,-1362.619646534223,12
2017-04-19,PEP,BUY,172,87.73378884513717,87.82152263398231,15.090211681363595,0.0,0
2017-04-20,AMZN,SELL,264,44.98500061035156,44.94001560974121,11.876040161132813,-220.2790634002677,14
2017-04-20,PEP,BUY,174,87.04369268867413,87.13073638136281,15.145602527829297,0.0,0
2017-04-20,TSLA,BUY,384,20.43400001525879,20.45443401527405,7.846656005859375,0.0,0
2017-04-20,META,BUY,19,142.0741471675381,142.21622131470562,2.6994087961832234,0.0,0
2017-04-21,PEP,BUY,1,87.06671541214237,87.15378212755452,0.08706671541214238,0.0,0
2017-04-21,META,BUY,2,143.01832063468123,143.16133895531593,0.28603664126936246,0.0,0
2017-04-21,TSLA,BUY,8,20.133333206176758,20.153466539382933,0.16106666564941408,0.0,0
2017-04-21,UNH,BUY,101,149.75292716370078,149.90268009086446,15.12504564353378,0.0,0
2017-04-24,UNH,BUY,100,150.2140880673293,150.36430215539662,15.02140880673293,0.0,0
2017-04-25,BA,BUY,60,170.68714942361214,170.85783657303574,10.24122896541673,0.0,0
2017-04-28,PEP,SELL,347,86.13892983915946,86.0527909093203,29.890208654188335,-522.7755686496866,9
2017-04-28,DIS,BUY,139,109.14001824183312,109.24915826007495,15.170462535614803,0.0,0
2017-04-28,MA,BUY,131,111.31367772917197,111.42499140690114,14.582091782521529,0.0,0
2017-05-04,DIS,SELL,139,104.15726180916765,104.05310454735849,14.477859391474304,-736.7293254590627,6
2017-05-04,CAT,BUY,121,84.05785001334276,84.1419078633561,10.170999851614473,0.0,0
2017-05-04,IWM,BUY,35,124.34254401607696,124.46688656009303,4.351989040562693,0.0,0
2017-05-05,TSLA,SELL,820,19.866666793823242,19.846800127029418,16.290666770935058,-238.1983044567155,29
2017-05-05,COST,BUY,96,155.975789387818,156.1317651772058,14.97367578123053,0.0,0
2017-05-05,CRM,BUY,15,85.54019269731734,85.62573289001466,1.2831028904597601,0.0,0
2017-05-09,IWM,SELL,35,124.39641158037372,124.27201516879335,4.35387440531308,-11.17437310080206,5
2017-05-09,GOOGL,BUY,91,47.70604661993539,47.75375266655533,4.341250242414121,0.0,0
2017-05-18,UNH,SELL,201,146.37739682917996,146.2310194323508,29.421856762665172,-813.587855577126,27
2017-05-18,CRM,BUY,116,86.96519951182657,87.05216471133839,10.087963143371883,0.0,0
2017-05-18,V,BUY,171,86.14165733126364,86.22779898859491,14.730223403646084,0.0,0
2017-05-18,QQQ,BUY,35,128.352083350189,128.48043543353918,4.492322917256615,0.0,0
2017-05-19,BA,SELL,60,167.47093556138816,167.30346462582676,10.04825613368329,-223.31057296622194,24
2017-05-19,V,SELL,171,86.72623689838214,86.63951066148375,14.830186509623347,55.57250955436862,1
2017-05-19,CAT,BUY,114,84.16556076234896,84.2497263231113,9.594873926907782,0.0,0
2017-05-19,QQQ,BUY,113,129.9845198396366,130.11450435947623,14.688250741878937,0.0,0
2017-05-19,HD,BUY,4,126.35170811573393,126.47805982384966,0.5054068324629357,0.0,0
2017-05-22,CAT,BUY,1,85.07707494558576,85.16215202053135,0.08507707494558576,0.0,0
2017-06-01,HD,SELL,4,125.02958428821478,124.90455470392656,0.5001183371528591,-6.794138816845251,13
2017-06-01,CAT,BUY,5,87.64585067167025,87.73349652234192,0.4382292533583512,0.0,0
2017-06-12,TSLA,BUY,2,23.865999221801758,23.88986522102356,0.04773199844360352,0.0,0
2017-06-13,CRM,SELL,131,86.91572512574443,86.82880940061868,11.38595999147252,-19.249028375899016,39
2017-06-13,JNJ,BUY,109,104.06732160295181,104.17138892455476,11.343338054721746,0.0,0
2017-06-13,TSLA,BUY,1,24.507999420166016,24.53250741958618,0.024507999420166016,0.0,0
2017-06-14,GOOGL,SELL,91,48.40923664817949,48.36082741153131,4.405240534984333,50.83856125783004,36
2017-06-14,JNJ,BUY,42,104.6676614232272,104.77232908465042,4.396041779775542,0.0,0
2017-06-16,META,SELL,96,148.6734712426331,148.52479777139047,14.27265323929278,1532.882596900902,155
2017-06-16,BA,BUY,49,184.6957502139728,184.88044596418675,9.050091760484667,0.0,0
2017-06-16,JNJ,BUY,49,105.62343178494604,105.72905521673098,5.175548157462356,0.0,0
2017-06-16,TSLA,BUY,1,25.198667526245117,25.22386619377136,0.025198667526245118,0.0,0
2017-06-19,QQQ,SELL,148,131.9851107408304,131.85312563008958,19.5337963896429,294.97456406892957,32
2017-06-19,IWM,BUY,119,126.16467893255573,126.29084361148828,15.013596792974132,0.0,0
2017-06-19,DIA,BUY,24,182.28323025062605,182.46551348087667,4.3747975260150245,0.0,0
2017-06-19,JNJ,BUY,1,105.96304437636822,106.06900742074458,0.10596304437636822,0.0,0
2017-06-20,COST,SELL,96,147.37250452284013,147.22513201831728,14.147760434192655,-869.184543687491,46
2017-06-20,TSLA,BUY,357,25.1113338470459,25.136445180892945,8.964746183395386,0.0,0
2017-06-20,IWM,BUY,40,126.45187710436154,126.5783289814659,5.058075084174462,0.0,0
2017-06-20,JNJ,BUY,1,105.7655873602224,105.87135294758262,0.1057655873602224,0.0,0
2017-06-22,IWM,SELL,159,125.09647716091443,124.97138068375352,19.890339868585393,-241.1843601775161,3
2017-06-22,DIA,BUY,82,182.045251114618,182.22729636573263,14.927710591398675,0.0,0
2017-06-22,TSLA,BUY,195,25.19933319091797,25.224532524108888,4.913869972229004,0.0,0
2017-06-26,CAT,SELL,241,86.72606982373827,86.63934375391453,20.900982827520924,549.7115749328641,53
2017-06-26,JNJ,BUY,78,107.80348501238447,107.91128849739685,8.40867183096599,0.0,0
2017-06-26,DIA,BUY,60,182.22377283065674,182.4059966034874,10.933426369839404,0.0,0
2017-06-26,META,BUY,9,155.29264669708158,155.44793934377867,1.3976338202737344,0.0,0
2017-06-26,TSLA,BUY,5,25.779333114624023,25.805112447738647,0.12889666557312013,0.0,0
2017-07-03,META,SELL,9,150.7904196595516,150.63962923989203,1.3571137769359642,-44.63190471191572,7
2017-07-03,MA,SELL,131,116.51768032293349,116.40116264261056,15.263816122304286,636.6146157556291,66
2017-07-03,TSLA,SELL,561,24.682666778564453,24.65798411178589,13.84697606277466,-299.77432742500076,21
2017-07-03,JPM,BUY,202,73.13462324797445,73.20775787122243,14.773193896090838,0.0,0
2017-07-03,LLY,BUY,2,72.21777318321345,72.28999095639666,0.14443554636642691,0.0,0
2017-07-03,BA,BUY,79,186.63684202999076,186.82347887202076,14.74431052036927,0.0,0
2017-07-05,LLY,SELL,2,72.41055860455653,72.33814804595197,0.14482111720911306,-0.04850693809850626,2
2017-07-05,UNH,BUY,1,162.61039488383162,162.77300527871546,0.1626103948838316,0.0,0
2017-07-05,JPM,BUY,9,74.38067553679385,74.45505621233063,0.6694260798311447,0.0,0
2017-07-11,JNJ,SELL,280,103.8145831761965,103.7107685930203,29.06808328933502,-554.9166603605347,28
2017-07-11,JPM,BUY,191,74.54842868959432,74.62297711828391,14.238749879712513,0.0,0
2017-07-11,BA,BUY,27,192.22453699337134,192.4167615303647,5.190062498821026,0.0,0
2017-07-11,UNH,BUY,59,163.36171708850648,163.525078805595,9.638341308221884,0.0,0
2017-07-31,JPM,SELL,402,73.09468284503028,73.02158816218525,29.38406250370217,-385.7568467953637,28
2017-07-31,NFLX,BUY,359,18.426000595092773,18.444426595687865,6.614934213638306,0.0,0
2017-07-31,META,BUY,92,170.94614805956888,171.11709420762844,15.727045621480338,0.0,0
2017-07-31,CRM,BUY,77,89.86470309022901,89.95456779331924,6.919582137947635,0.0,0
2017-08-01,NFLX,BUY,2,18.249000549316406,18.267249549865724,0.03649800109863281,0.0,0
2017-08-03,CRM,SELL,77,89.06312975755245,88.9740666277949,6.857860991331538,-82.35645073670608,3
2017-08-03,PG,BUY,94,72.96517181396484,73.0381369857788,6.8587261505126955,0.0,0
2017-08-03,NFLX,BUY,1,18.05299949645996,18.071052495956422,0.01805299949645996,0.0,0
2017-08-04,NFLX,SELL,362,17.959999084472656,17.942039085388185,6.5015196685791015,-187.63807020568836,4
2017-08-04,V,BUY,68,95.19330548754724,95.28849879303478,6.473144773153212,0.0,0
2017-08-22,DIA,SELL,166,185.52943231983105,185.3439028875112,30.797885765091955,470.11957182140986,64
2017-08-22,V,BUY,160,97.68875243166633,97.786441184098,15.630200389066612,0.0,0
2017-08-22,MA,BUY,71,126.5270409019735,126.65356794287548,8.983419904040119,0.0,0
2017-08-22,PG,BUY,82,74.61142869535621,74.68604012405157,6.11813715301921,0.0,0
2017-08-30,PG,SELL,176,73.94490026572934,73.87095536546362,13.014302446768365,-1.5663249606113503,27
2017-08-30,MA,BUY,1,127.88292478885724,128.0108077136461,0.12788292478885724,0.0,0
2017-08-30,UNH,BUY,75,171.5559670555784,171.727523022634,12.86669752916838,0.0,0
2017-09-25,UNH,SELL,135,169.47989086175247,169.3104109708907,22.879785266336583,143.70881429753916,82
2017-09-25,HD,BUY,124,131.11849990251233,131.24961840241482,16.25869398791153,0.0,0
2017-09-25,CVX,BUY,80,82.22981077728308,82.31204058806036,6.578384862182647,0.0,0
2017-09-26,META,SELL,92,163.49211971528203,163.32862759556676,15.041275013805945,-731.5802033234808,57
2017-09-26,LLY,BUY,201,74.45982074464999,74.53428056539464,14.966423969674649,0.0,0
2017-09-27,V,SELL,228,97.33928570062814,97.24194641492751,22.193357139743217,23.521918081685737,54
2017-09-27,LLY,BUY,215,74.38045706662177,74.4548375236884,15.99179826932368,0.0,0
2017-09-27,CVX,BUY,75,82.39111776407013,82.4735088818342,6.179333832305259,0.0,0
2017-10-26,LLY,SELL,416,74.67147276288063,74.59680129011774,31.06333266935834,12.025542782295283,30
2017-10-26,DIA,BUY,81,200.18020639075564,200.3803865971464,16.214596717651208,0.0,0
2017-10-26,CRM,BUY,150,98.78090530901063,98.87968621431965,14.817135796351597,0.0,0
2017-10-30,CVX,SELL,155,79.38192887441754,79.30254694554313,12.30419897553472,-490.88583559874365,35
2017-10-30,CRM,BUY,123,99.65174102783203,99.75139276885986,12.25716414642334,0.0,0
2017-11-08,HD,SELL,124,133.81375429035194,133.6799405360616,16.59290553200364,284.76703904019564,44
2017-11-08,AMZN,BUY,92,56.14099884033203,56.197139839172365,5.164971893310547,0.0,0
2017-11-08,UNH,BUY,61,185.97450633790237,186.16048084424028,11.344444886612045,0.0,0
2017-11-17,WMT,BUY,2,29.01148497352708,29.040496458500606,0.05802296994705416,0.0,0
2017-12-05,MA,SELL,72,137.42457050201384,137.28714593151182,9.894569076144997,754.3658063348992,105
2017-12-05,COST,BUY,58,169.93792494501997,170.107862869965,9.856399646811159,0.0,0
2017-12-05,WMT,BUY,1,28.356647921920448,28.38500456984237,0.02835664792192045,0.0,0
2017-12-06,CRM,SELL,273,99.21633394818353,99.11711761423535,27.086059167854106,-69.48719319931196,41
2017-12-06,DIA,BUY,80,207.36011299801967,207.5674731110177,16.588809039841575,0.0,0
2017-12-06,COST,BUY,62,168.1011635818715,168.26926474545337,10.422272142076032,0.0,0
2017-12-06,WMT,BUY,1,28.646065014156978,28.674711079171136,0.02864606501415698,0.0,0
2017-12-11,WMT,SELL,4,28.494336153701276,28.465841817547574,0.1139773446148051,-1.3913186404392188,24
2017-12-11,PEP,BUY,1,91.06691265881646,91.15797957147528,0.09106691265881646,0.0,0
2018-01-02,AMZN,SELL,92,58.599998474121094,58.54139847564697,5.391199859619141,210.28059469604463,55
2018-01-02,CVX,BUY,60,89.00346472704,89.09246819176704,5.3402078836224005,0.0,0
2018-01-04,AMZN,BUY,1,60.25,60.31025,0.06025,0.0,0
2018-01-08,PEP,SELL,1,92.5386104845195,92.44607187403497,0.0925386104845195,1.1955536920751704,28
2018-01-08,CVX,BUY,1,90.52566009904393,90.61618575914298,0.09052566009904393,0.0,0
2018-02-02,CVX,SELL,61,87.75734952134886,87.6695921718275,5.353198320802281,-93.67235310449009,31
2018-02-02,AMZN,BUY,72,73.86949920654297,73.9433687057495,5.318603942871094,0.0,0
2018-02-02,NFLX,BUY,1,26.299999237060547,26.326299236297608,0.026299999237060546,0.0,0
2018-02-07,COST,SELL,120,165.39536517747806,165.22996981230057,19.847443821297365,-491.20152702131224,64
2018-02-07,MSFT,BUY,183,83.22593589396033,83.30916182985429,15.230346268594738,0.0,0
2018-02-07,AMZN,BUY,63,72.44999694824219,72.52244694519042,4.564349807739259,0.0,0
2018-02-08,UNH,SELL,61,198.26064696141003,198.06238631444862,12.093899464646013,713.9223342180624,92
2018-02-08,DIA,SELL,161,214.17858013942728,213.96440155928786,34.48275140244779,1577.5767363926207,105
2018-02-08,AMZN,BUY,168,71.48400115966797,71.55548516082764,12.009312194824219,0.0,0
2018-02-08,MA,BUY,113,161.6538862838573,161.81554017014116,18.266889150075876,0.0,0
2018-02-08,JPM,BUY,177,91.34946066799141,91.4408101286594,16.168854538234477,0.0,0
2018-02-09,JPM,SELL,177,88.11091791211012,88.02280699419802,15.59563247044349,-620.5821872701065,1
2018-02-09,MSFT,SELL,183,79.37226844364069,79.29289617519706,14.525125125186246,-749.5017399274598,2
2018-02-09,AMZN,BUY,162,68.67449951171875,68.74317401123047,11.125268920898437,0.0,0
2018-02-09,MA,BUY,91,154.85321785162665,155.0080710694783,14.091642824498024,0.0,0
2018-02-09,NFLX,BUY,106,25.385000228881836,25.41038522911072,2.6908100242614745,0.0,0
2018-02-12,NFLX,BUY,28,25.214000701904297,25.2392147026062,0.7059920196533204,0.0,0
2018-02-12,MA,BUY,8,159.76692197048425,159.92668889245473,1.278135375763874,0.0,0
2018-02-12,AMZN,BUY,1,68.2334976196289,68.30173111724854,0.06823349761962891,0.0,0
2018-02-13,AMZN,BUY,1,69.29650115966797,69.36579766082764,0.06929650115966797,0.0,0
2018-02-13,NFLX,BUY,2,25.729000091552734,25.754729091644286,0.05145800018310547,0.0,0
2018-03-15,BA,SELL,155,318.2427396356848,317.9244968960491,49.32762464353115,20215.520149789445,272
2018-03-15,QQQ,BUY,87,163.25321503829406,163.41646825333234,14.203029708331584,0.0,0
2018-03-15,MA,BUY,6,172.9563297601661,173.12928608992627,1.0377379785609966,0.0,0
2018-03-15,V,BUY,3,116.69277743058541,116.809470208016,0.3500783322917562,0.0,0
2018-03-15,IWM,BUY,124,143.407705866995,143.551113572862,17.78255552750738,0.0,0
2018-03-16,QQQ,BUY,37,163.2721820742111,163.4354542562853,6.0410707367458105,0.0,0
2018-03-16,IWM,BUY,1,142.39178586349948,142.534177649363,0.1423917858634995,0.0,0
2018-03-19,QQQ,BUY,1,160.94820270627963,161.1091509089859,0.16094820270627963,0.0,0
2018-03-19,IWM,BUY,1,142.56412732762243,142.70669145495006,0.14256412732762244,0.0,0
2018-03-21,IWM,BUY,1,141.79310400407152,141.9348971080756,0.14179310400407152,0.0,0
2018-03-22,IWM,BUY,2,141.52046994092038,141.6619904108613,0.28304093988184076,0.0,0
2018-03-22,V,BUY,1,115.81143363334047,115.92724506697381,0.11581143363334047,0.0,0
2018-03-23,V,SELL,4,113.62218905061496,113.50856686156435,0.4544887562024599,-12.775877000966824,8
2018-03-23,QQQ,SELL,125,154.77105509796226,154.6162840428643,19.346381887245283,-1117.7645729606625,8
2018-03-23,MA,BUY,1,168.75142923509273,168.92018066432783,0.16875142923509273,0.0,0
2018-03-23,IWM,BUY,132,139.6112041927748,139.75081539696757,18.428678953446276,0.0,0
2018-03-26,IWM,SELL,261,138.2747011313978,138.1364264302664,36.08969699529482,-940.4278611644874,11
2018-03-29,NFLX,SELL,137,28.700000762939453,28.671300762176514,3.9319001045227053,446.00170093536343,55
2018-03-29,MA,SELL,219,164.47945869646884,164.31497923777238,36.021001454526676,1070.959536725619,49
2018-03-29,AMZN,SELL,468,70.30000305175781,70.22970304870606,32.90040142822266,-413.92955461120954,84
2018-04-16,CVX,BUY,166,86.23554064966736,86.32177619031702,14.315099747844782,0.0,0
2018-04-17,CVX,BUY,167,86.47864575998254,86.56512440574252,14.441933841917084,0.0,0
2018-04-18,COST,BUY,78,176.34882685350462,176.52517568035813,13.75520849457336,0.0,0
2018-04-18,UNH,BUY,58,210.98470487087152,211.1956895757424,12.23711288251055,0.0,0
2018-04-18,CVX,BUY,75,87.56556569048794,87.65313125617843,6.567417426786596,0.0,0
2018-04-19,CRM,BUY,91,122.74879671864878,122.87154551536743,11.170140501397038,0.0,0
2018-04-19,MSFT,BUY,107,89.11494186618924,89.20405680805543,9.53529877968225,0.0,0
2018-04-19,UNH,BUY,59,208.51293764090144,208.72145057854235,12.302263320813186,0.0,0
2018-04-19,COST,BUY,81,176.22307940284358,176.3993024822464,14.27406943163033,0.0,0
2018-04-19,MRK,BUY,227,44.67655866463443,44.72123522329906,10.141578816872016,0.0,0
2018-04-26,CRM,SELL,91,117.46437229848013,117.34690792618164,10.689257879161692,-513.4312784950683,7
2018-04-26,MSFT,SELL,107,86.44446105971308,86.35801659865336,9.2495573333893,-313.77585973940995,7
2018-04-26,UNH,BUY,2,208.0979873314797,208.30608531881117,0.4161959746629594,0.0,0
2018-04-26,BA,BUY,29,329.4573931114691,329.78685050458057,9.554264400232604,0.0,0
2018-04-26,COST,BUY,43,174.39035568447449,174.56474604015895,7.498785294432404,0.0,0
2018-04-26,MRK,BUY,4,45.358983417288584,45.40434240070587,0.18143593366915434,0.0,0
2018-04-27,V,BUY,18,119.8297688988636,119.94959866776247,2.156935840179545,0.0,0
2018-04-27,MRK,BUY,1,44.99501585266797,45.04001086852064,0.04499501585266797,0.0,0
2018-05-02,BA,SELL,29,315.5611994211083,315.2456382216872,9.151274783212141,-430.84643098711945,6
2018-05-02,AMZN,BUY,106,79.04900360107422,79.12805260467529,8.379194381713868,0.0,0
2018-05-02,V,BUY,6,121.19445318506496,121.31564763825003,0.7271667191103898,0.0,0
2018-05-03,MRK,SELL,232,43.32685583440747,43.28352897857306,10.051830553582533,-346.6508836848639,14
2018-05-03,AMZN,BUY,106,78.00050354003906,78.0785040435791,8.268053375244142,0.0,0
2018-05-03,UNH,BUY,9,204.77875996554096,204.9835387255065,1.8430088396898685,0.0,0
2018-05-31,CVX,SELL,408,89.49760357455288,89.40810597097833,36.51502225841758,1082.2167463357341,45
2018-05-31,LLY,BUY,115,75.51312337121348,75.58863649458469,8.68400918768955,0.0,0
2018-05-31,QQQ,BUY,112,161.9761279913045,162.1381041192958,18.141326335026104,0.0,0
2018-05-31,CAT,BUY,73,131.65547059931654,131.78712606991587,9.610849353750107,0.0,0
2018-06-18,CAT,SELL,73,125.82294769120973,125.69712474351853,9.185075181458311,-453.7551720084643,18
2018-06-18,CRM,BUY,67,135.5837761317282,135.71935990785994,9.08411300082579,0.0,0
2018-06-18,AMZN,BUY,1,85.31300354003906,85.3983165435791,0.08531300354003907,0.0,0
2018-06-28,V,SELL,24,124.350867356481,124.22651648912452,2.984420816555544,91.46531307320828,62
2018-06-28,TSLA,BUY,128,23.243999481201172,23.267243480682374,2.9752319335937503,0.0,0
2018-06-29,LLY,SELL,115,77.27759720545224,77.20031960824679,8.886923678627008,176.45663439251405,29
2018-06-29,QQQ,SELL,112,164.06835509794772,163.90428674284976,18.375655770970145,179.43679806707328,29
2018-06-29,TSLA,BUY,279,23.55533218383789,23.57888751602173,6.571937679290771,0.0,0
2018-06-29,UNH,BUY,42,216.95782591427724,217.17478374019151,9.112228688399643,0.0,0
2018-06-29,IWM,BUY,77,149.38471068788812,149.534095398576,11.502622722967384,0.0,0
2018-07-02,IWM,SELL,77,147.9755321142824,147.8275565821681,11.394115972799746,-142.79760483620692,3
2018-07-02,TSLA,BUY,6,24.004667282104492,24.028671949386595,0.14402800369262697,0.0,0
2018-07-02,MA,BUY,60,187.75370207295379,187.94145577502675,11.265222124377226,0.0,0
2018-07-05,TSLA,SELL,413,20.917333602905273,20.896416269302367,8.638858777999879,-1079.3077537498489,7
2018-07-05,NFLX,BUY,219,39.380001068115234,39.41938106918335,8.624220233917237,0.0,0
2018-07-19,NFLX,SELL,219,37.10599899291992,37.068892993927,8.126213779449463,-522.8831022605902,14
2018-07-19,AMZN,BUY,88,91.4729995727539,91.56447257232666,8.049623962402345,0.0,0
2018-07-31,AMD,BUY,1,19.350000381469727,19.369350381851195,0.019350000381469726,0.0,0
2018-08-02,CRM,SELL,67,135.62337042198848,135.4877470515665,9.086765818273228,-24.604827189934532,45
2018-08-02,DIA,BUY,41,218.6034775655058,218.8220810430713,8.962742580185738,0.0,0
2018-08-02,JPM,BUY,1,93.50318806797482,93.59669125604279,0.09350318806797482,0.0,0
2018-08-02,AMD,BUY,2,18.170000076293945,18.188170076370238,0.03634000015258789,0.0,0
2018-08-06,MA,SELL,60,193.04175058912602,192.8487088385369,11.582505035347562,282.8526787752617,35
2018-08-06,AAPL,BUY,218,49.09911709658689,49.148216213683476,10.703607527055942,0.0,0
2018-08-06,JPM,BUY,9,95.31497518265343,95.41029015783609,0.8578347766438809,0.0,0
2018-08-27,JPM,SELL,10,94.03365095391929,93.93961730296537,0.9403365095391929,-13.833466156452957,25
2018-08-27,DIA,BUY,4,225.85937811267192,226.08523749078458,0.9034375124506877,0.0,0
2018-09-21,AAPL,SELL,218,52.29865021482136,52.246351564606535,11.401105746831055,663.9924007543957,46
2018-09-21,CAT,BUY,85,133.59710212136358,133.73069922348495,11.355753680315905,0.0,0
2018-09-21,XOM,BUY,1,60.78413959172942,60.84492373132115,0.06078413959172942,0.0,0
2018-09-24,AMZN,SELL,301,95.18949890136719,95.09430940246583,28.65203916931152,3787.768183349613,145
2018-09-24,BA,BUY,51,358.8424641425289,359.20130660667144,18.300965671268973,0.0,0
2018-09-24,CAT,BUY,77,133.05973003436992,133.1927897644043,10.245599212646484,0.0,0
