date,ticker,action,shares,price,execution_price,cost,pnl,holding_days
2017-04-17,META,BUY,15,138.90370997475367,139.04261368472842,2.0835556496213052,0.0,0
2017-04-17,BAC,BUY,2,18.296117028809448,18.31441314583826,0.0365922340576189,0.0,0
2017-04-20,IWM,SELL,1,122.37683869516061,122.25446185646545,0.12237683869516061,0.24442505224999408,106
2017-04-20,TSLA,BUY,6,20.43400001525879,20.45443401527405,0.12260400009155273,0.0,0
2017-05-08,BAC,SELL,4,19.433480218819707,19.414046738600888,0.07773392087527883,1.9127428857531006,38
2017-05-08,AMZN,BUY,1,47.04750061035156,47.09454811096192,0.04704750061035157,0.0,0
2017-05-08,AMD,BUY,3,10.220000267028809,10.230220267295838,0.030660000801086426,0.0,0
2017-05-11,TSLA,SELL,399,21.559999465942383,21.53843946647644,8.60243978691101,523.8374431915279,24
2017-05-11,COST,BUY,56,152.07413552844008,152.22620966396852,8.516151589592646,0.0,0
2017-05-11,GOOGL,BUY,1,47.207806188550954,47.25501399473951,0.04720780618855096,0.0,0
2017-05-11,AMD,BUY,2,10.739999771118164,10.750739770889282,0.02147999954223633,0.0,0
2017-05-15,JNJ,SELL,159,97.62221688498836,97.52459466810338,15.52193248471315,-9.099754214718986,45
2017-05-15,META,BUY,94,149.2499241995738,149.39917412377338,14.029492874759939,0.0,0
2017-05-15,GOOGL,BUY,1,47.40631591256237,47.45372222847493,0.04740631591256237,0.0,0
2017-05-15,CAT,BUY,16,84.18210331225806,84.26628541557032,1.346913652996129,0.0,0
2017-05-15,AMD,BUY,4,11.40999984741211,11.421409847259522,0.04563999938964844,0.0,0
2017-05-16,AMD,BUY,1,11.65999984741211,11.671659847259521,0.01165999984741211,0.0,0
2017-06-09,AMD,SELL,11,13.100000381469727,13.086900381088256,0.14410000419616698,20.728844149589523,60
2017-06-09,MA,BUY,1,119.06246593110457,119.18152839703568,0.11906246593110457,0.0,0
2017-06-09,BAC,BUY,2,19.062209689944417,19.081271899634363,0.038124419379888835,0.0,0
2017-06-14,BAC,SELL,2,19.333119892336978,19.31378677244464,0.038666239784673956,0.426363505835881,5
2017-06-14,WMT,BUY,1,23.10129137336095,23.124392664734312,0.023101291373360953,0.0,0
2017-06-15,LLY,SELL,214,71.3238913674514,71.25256747608394,15.2633127526346,69.0160886042208,59
2017-06-15,JPM,SELL,218,68.51630264222757,68.44778633958535,14.936553976005612,-81.76662324540406,162
2017-06-15,TSLA,BUY,35,24.833332061767578,24.858165393829346,0.8691666221618654,0.0,0
2017-06-15,CAT,BUY,138,86.013430062235,86.09944349229724,11.869853348588432,0.0,0
2017-06-15,JNJ,BUY,152,104.26481340727378,104.36907822068105,15.848251637905616,0.0,0
2017-06-15,MSFT,BUY,1,63.05505193428567,63.118106986219956,0.06305505193428568,0.0,0
2017-06-15,UNH,BUY,9,158.7753538206694,158.93412917449007,1.4289781843860245,0.0,0
2017-06-20,WMT,BUY,3,22.04384482353486,22.065888668358397,0.06613153447060459,0.0,0
2017-07-14,MSFT,SELL,1,65.75859316498901,65.69283457182402,0.06575859316498901,2.508968992439077,29
2017-07-14,JPM,BUY,1,72.53554179870743,72.60807734050613,0.07253554179870743,0.0,0
2017-07-18,GOOGL,SELL,2,48.30303491759887,48.25473188268127,0.09660606983519775,1.704121472312912,68
2017-07-18,JPM,BUY,1,72.24798309056688,72.32023107365744,0.07224798309056688,0.0,0
2017-07-21,DIS,SELL,149,101.62986023409869,101.52823037386459,15.142849174880704,131.12677769174584,198
2017-07-21,JPM,BUY,208,72.7352371817673,72.80797241894906,15.1289293338076,0.0,0
2017-07-27,WMT,SELL,4,22.86888738899771,22.84601850160871,0.09147554955599084,1.9705397870693453,43
2017-07-27,JPM,BUY,1,73.3503002864915,73.423650586778,0.0733503002864915,0.0,0
2017-08-08,TSLA,SELL,35,23.8353328704834,23.811497537612915,0.834236650466919,-37.467611618041985,54
2017-08-08,V,BUY,9,95.70250656649219,95.79820907305869,0.8613225590984297,0.0,0
2017-08-17,COST,SELL,56,141.57259114926381,141.43101855811454,7.928065104358774,-612.4587670321813,98
2017-08-17,CVX,BUY,105,74.78050400562817,74.8552845096338,7.851952920590959,0.0,0
2017-08-18,WMT,BUY,2,23.275838384264947,23.299114222649212,0.04655167676852989,0.0,0
2017-09-06,JNJ,SELL,152,103.76749222280903,103.66372473058621,15.772658817866972,-122.9863893122821,83
2017-09-06,MA,BUY,124,126.98536040784026,127.1123457682481,15.746184690572191,0.0,0
2017-09-15,AMZN,SELL,1,49.6505012512207,49.60085074996948,0.049650501251220704,2.456652137756344,130
2017-09-15,AMD,BUY,3,12.329999923706055,12.34232992362976,0.036989999771118165,0.0,0
2017-09-20,JPM,SELL,211,75.16347012672053,75.0883066565938,15.859492196738032,465.3629902022057,68
2017-09-20,HD,BUY,122,129.08684658263584,129.21593342921847,15.748595283081572,0.0,0
2017-09-20,CVX,BUY,1,81.7177416494453,81.79945939109474,0.0817177416494453,0.0,0
2017-09-21,AMD,SELL,3,14.0,13.986,0.042,4.8890102291107205,6
2017-09-21,MRK,BUY,1,49.080927334535815,49.13000826187035,0.04908092733453582,0.0,0
2017-10-11,WMT,SELL,2,24.72582691125545,24.701101084344195,0.0494516538225109,2.754522069567455,54
2017-10-11,TSLA,BUY,1,23.592666625976562,23.61625929260254,0.023592666625976564,0.0,0
2017-10-11,AVGO,BUY,1,19.314750665840545,19.334065416506387,0.019314750665840544,0.0,0
2017-10-18,TSLA,SELL,1,23.731332778930664,23.707601446151735,0.023731332778930664,0.06761082077026495,7
2017-10-26,TSLA,BUY,1,21.851999282836914,21.87385128211975,0.021851999282836914,0.0,0
2017-10-31,AMD,BUY,1,10.760000228881836,10.770760229110717,0.010760000228881836,0.0,0
2017-11-01,AVGO,SELL,1,20.81371666583294,20.792902949167104,0.02081371666583294,1.4380238159948835,21
2017-11-02,AMD,BUY,2,10.869999885559082,10.88086988544464,0.021739999771118165,0.0,0
2017-11-30,CVX,SELL,106,83.02081865339784,82.93779783474444,8.800206777260172,841.0020308030063,105
2017-11-30,DIS,BUY,88,99.97872124427579,100.07869996552006,8.798127469496269,0.0,0
2017-12-13,TSLA,SELL,1,22.728666305541992,22.70593763923645,0.022728666305541993,0.8093576908111554,48
2017-12-13,NVDA,BUY,2,4.759181458743674,4.763940640202418,0.009518362917487349,0.0,0
2017-12-28,MRK,SELL,1,42.34991409157613,42.30756417748456,0.04234991409157613,-6.86479399847737,98
2017-12-28,AMD,BUY,3,10.569999694824219,10.580569694519044,0.031709999084472654,0.0,0
2018-01-04,NVDA,SELL,2,5.334238770822846,5.3289045320520225,0.010668477541645691,1.1192593061575633,22
2018-01-05,AMD,SELL,6,12.1899995803833,12.177809580802917,0.0731399974822998,8.719508403778065,66
2018-01-05,CVX,BUY,1,90.60354580900409,90.69414935481309,0.0906035458090041,0.0,0
2018-02-27,CAT,SELL,154,137.71018272335763,137.57247254063427,21.207368139397076,7934.969634532137,288
2018-02-27,BA,BUY,24,349.1764056081692,349.52558201377735,8.380233734596061,0.0,0
2018-02-27,AMZN,BUY,78,76.2249984741211,76.30122347259521,5.945549880981445,0.0,0
2018-02-27,MSFT,BUY,1,88.46813625122078,88.556604387472,0.08846813625122078,0.0,0
2018-02-27,NFLX,BUY,4,29.476999282836914,29.506476282119753,0.11790799713134766,0.0,0
2018-02-27,MA,BUY,39,170.22646549091573,170.39669195640664,6.638832154145714,0.0,0
2018-03-12,META,SELL,209,184.09509700093818,183.91100190393723,38.47587527319608,8379.43034230118,333
2018-03-12,AMZN,BUY,174,79.62999725341797,79.70962725067139,13.855619522094727,0.0,0
2018-03-12,CRM,BUY,118,126.53893123938599,126.66547017062537,14.931593886247548,0.0,0
2018-03-12,NFLX,BUY,268,33.35599899291992,33.38935499191284,8.93940773010254,0.0,0
2018-03-12,V,BUY,5,118.22812858760095,118.34635671618855,0.5911406429380048,0.0,0
2018-03-12,WMT,BUY,3,26.222321032797197,26.248543353829994,0.07866696309839159,0.0,0
2018-04-03,MA,SELL,165,165.09251349579722,164.9274209823014,27.240264726806544,4557.278375094886,447
2018-04-03,TSLA,BUY,57,17.988000869750977,18.005988870620726,1.0253160495758056,0.0,0
2018-04-03,AMD,BUY,18,9.630000114440918,9.63963011455536,0.17334000205993652,0.0,0
2018-04-03,BA,BUY,1,311.0217360226895,311.33275775871215,0.3110217360226895,0.0,0
2018-04-03,BAC,BUY,583,24.570318470735373,24.59488878920611,14.324495668438724,0.0,0
2018-04-03,CAT,BUY,2,122.13916109180113,122.26130025289292,0.24427832218360226,0.0,0
2018-04-03,BRK-B,BUY,56,196.0,196.196,10.976,0.0,0
2018-04-03,JPM,BUY,1,87.51327284786478,87.60078612071266,0.08751327284786478,0.0,0
2018-04-03,AVGO,BUY,1,18.57320023282241,18.59177343305523,0.01857320023282241,0.0,0
2018-04-03,NVDA,BUY,4,5.635403535381037,5.641038938916418,0.02254161414152415,0.0,0
2018-04-04,NVDA,BUY,1,5.318999465191075,5.324318464656266,0.0053189994651910745,0.0,0
2018-04-11,CVX,SELL,1,84.86978926789992,84.78491947863202,0.08486978926789993,-5.994099665448973,96
2018-04-11,JPM,BUY,1,90.63572288510976,90.72635860799487,0.09063572288510977,0.0,0
2018-04-13,NFLX,SELL,272,31.729000091552734,31.697271091461182,8.630288024902345,-453.3455941085821,45
2018-04-13,CRM,SELL,118,120.6706408676396,120.54997022677196,14.239135622381474,-735.8681289970835,32
2018-04-13,META,BUY,65,163.5716386272767,163.735210265904,10.632156510772987,0.0,0
2018-04-13,BAC,BUY,471,25.892819772056964,25.91871259182902,12.19551811263883,0.0,0
2018-04-16,MSFT,SELL,1,86.9249537390925,86.83802878535342,0.08692495373909251,-1.8055005558576835,48
2018-04-16,BAC,BUY,2,25.01945955721295,25.044479016770165,0.0500389191144259,0.0,0
2018-04-16,AMD,BUY,3,10.0,10.01,0.03,0.0,0
2018-04-17,UNH,SELL,9,211.25837225892732,211.0471138866684,1.901325350330346,467.11553705927463,306
2018-04-17,CVX,BUY,22,86.47864575998254,86.56512440574252,1.902530206719616,0.0,0
2018-04-18,V,SELL,14,117.57418097298968,117.45660679201669,1.6460385336218557,188.83079131614082,253
2018-04-18,AVGO,SELL,1,20.19351257036036,20.17331905779,0.020193512570360363,1.5613521121644087,15
2018-04-18,CVX,BUY,18,87.56556569048794,87.65313125617843,1.5761801824287829,0.0,0
2018-04-18,AMD,BUY,8,10.510000228881836,10.520510229110718,0.08408000183105468,0.0,0
2018-04-19,CAT,SELL,2,131.07179886295742,130.94072706409446,0.26214359772591483,17.09671002467716,16
2018-04-19,UNH,BUY,1,208.51293764090144,208.72145057854235,0.20851293764090145,0.0,0
2018-04-19,MRK,BUY,1,44.67655866463443,44.72123522329906,0.04467655866463443,0.0,0
2018-04-20,BA,SELL,128,326.316176642731,325.9898604660883,41.768470610269574,17879.552547339506,471
2018-04-20,AMZN,SELL,252,78.05999755859375,77.98193756103515,19.671119384765625,-189.19342648315472,52
2018-04-20,CVX,BUY,192,88.22339029035354,88.31161368064389,16.938890935747878,0.0,0
2018-04-20,MSFT,BUY,127,88.62520945550824,88.71383466496376,11.255401600849547,0.0,0
2018-04-20,UNH,BUY,70,208.38047360872787,208.5888540823366,14.586633152610952,0.0,0
2018-04-20,NFLX,BUY,243,33.22200012207031,33.255222122192386,8.072946029663086,0.0,0
2018-04-20,CRM,BUY,85,122.71909589758937,122.84181499348696,10.431123151295097,0.0,0
2018-04-20,AMD,BUY,3,10.050000190734863,10.060050190925597,0.030150000572204592,0.0,0
2018-04-26,NVDA,BUY,1,5.521605633982791,5.527127239616774,0.005521605633982791,0.0,0
2018-04-27,HD,SELL,122,153.60069138575798,153.44709069437224,18.739284349062476,2937.461901999697,219
2018-04-27,COST,BUY,101,175.13603481064916,175.31117084545983,17.688739515875564,0.0,0
2018-04-27,MRK,BUY,22,44.99501585266797,45.04001086852064,0.9898903487586953,0.0,0
2018-04-27,AMD,BUY,1,11.199999809265137,11.211199809074403,0.011199999809265136,0.0,0
2018-04-27,NVDA,BUY,2,5.677459130979078,5.683136590110057,0.011354918261958157,0.0,0
2018-04-30,META,SELL,65,172.7252085214375,172.55248331291608,11.22713855389344,561.8956095018927,17
2018-04-30,COST,BUY,63,177.06754505688906,177.24461260194596,11.155255338584011,0.0,0
2018-04-30,MRK,BUY,1,45.23007810615799,45.27530818426415,0.04523007810615799,0.0,0
2018-04-30,NVDA,BUY,1,5.61536517991178,5.620980545091692,0.0056153651799117806,0.0,0
2018-05-02,AMD,SELL,33,11.100000381469727,11.088900381088257,0.366300012588501,36.46863828659061,29
2018-05-02,DIS,SELL,88,95.81845351210887,95.72263505859677,8.432023909065581,-391.76573571831545,153
2018-05-02,MRK,BUY,201,43.73631772656051,43.78005404428707,8.790999863038662,0.0,0
2018-05-07,NVDA,SELL,9,6.018600587036718,6.012581986449681,0.054167405283330465,3.656215287513286,34
2018-05-07,AVGO,BUY,2,18.60859938492333,18.627207984308253,0.03721719876984666,0.0,0
2018-05-08,NFLX,SELL,243,32.59000015258789,32.5574101524353,7.919370037078858,-177.4876786880501,18
2018-05-08,MA,BUY,27,181.183154583455,181.36433773803847,4.891945173753285,0.0,0
2018-05-08,CVX,BUY,33,89.33172887012306,89.42106059899318,2.9479470527140608,0.0,0
2018-05-08,AVGO,BUY,3,18.96580588729913,18.984771693186428,0.05689741766189739,0.0,0
2018-05-10,TSLA,SELL,57,20.5,20.4795,1.1685,139.82163437461872,37
2018-05-10,AMZN,BUY,14,80.42400360107422,80.5044276046753,1.125936050415039,0.0,0
2018-05-10,AAPL,BUY,1,44.14644419035238,44.19059063454274,0.04414644419035239,0.0,0
2018-05-11,JPM,SELL,2,92.93284665077812,92.83991380412733,0.18586569330155625,7.166817186245575,38
2018-05-11,HD,BUY,1,155.37274560223898,155.52811834784123,0.155372745602239,0.0,0
2018-05-11,KO,BUY,1,33.211416921833234,33.244628338755064,0.033211416921833235,0.0,0
2018-05-15,BAC,SELL,1056,25.718151330626625,25.692433179296,27.158367805141715,507.4283166392656,42
2018-05-15,AVGO,SELL,5,19.49437996104666,19.474885581085616,0.09747189980523331,3.0682249574470557,8
2018-05-15,AMZN,BUY,184,79.38999938964844,79.46938938903808,14.607759887695313,0.0,0
2018-05-15,CRM,BUY,46,125.60870589872209,125.73431460462082,5.778000471341215,0.0,0
2018-05-15,MA,BUY,37,183.21666239978003,183.39987906217982,6.7790165087918615,0.0,0
2018-05-15,KO,BUY,1,32.84973227840753,32.88258201068594,0.03284973227840753,0.0,0
2018-06-06,KO,SELL,2,33.85613508149011,33.822278946408616,0.06771227016298022,1.4496352732132518,26
2018-06-06,LLY,BUY,1,76.41338291426585,76.48979629718012,0.07641338291426586,0.0,0
2018-06-28,WMT,SELL,3,25.837159359977058,25.81132220061708,0.07751147807993117,-1.3891749377186717,108
2018-06-28,PG,BUY,1,64.06165683829683,64.12571849513512,0.06406165683829683,0.0,0
2018-07-11,CVX,SELL,265,91.04837302979413,90.95732465676434,24.127818852895448,690.6492892017015,85
2018-07-11,AAPL,SELL,1,44.49606814931717,44.45157208116785,0.04449606814931717,0.2164853784757994,62
2018-07-11,PEP,BUY,164,89.64687711709878,89.73652399421589,14.7020878472042,0.0,0
2018-07-11,MA,BUY,49,192.53272140339712,192.72525412480053,9.434103348766458,0.0,0
2018-07-19,BRK-B,SELL,56,200.35000610351562,200.1496560974121,11.219600341796875,210.18514111328113,107
2018-07-19,JNJ,BUY,108,103.41004343985232,103.51345348329217,11.16828469150405,0.0,0
2018-08-24,HD,SELL,1,166.8348521955769,166.66801734338134,0.1668348521955769,10.973064143344532,105
2018-08-24,LLY,BUY,2,95.56480698541283,95.66037179239824,0.19112961397082567,0.0,0
2018-09-11,PEP,SELL,164,89.75445854805088,89.66470408950282,14.719731201880345,-26.498195574823292,62
2018-09-11,COST,BUY,62,220.3224793612597,220.54280184062097,13.659993720398102,0.0,0
2018-09-11,JNJ,BUY,9,112.35169871359798,112.46405041231158,1.0111652884223818,0.0,0
2018-10-08,COST,SELL,226,198.1122949169119,197.914182621995,44.77337865122209,2137.3393304871165,164
2018-10-08,CVX,BUY,270,90.33378846590166,90.42412225436756,24.39012288579345,0.0,0
2018-10-08,CAT,BUY,156,129.6053652467486,129.73497061199535,20.218436978492782,0.0,0
2018-10-08,XOM,BUY,1,60.62684726091592,60.687474108176836,0.060626847260915925,0.0,0
2018-10-11,BAC,BUY,1,24.24447840701789,24.268722885424907,0.02424447840701789,0.0,0
2018-10-23,PG,SELL,1,72.04056183372434,71.96852127189061,0.07204056183372434,7.770762214921766,117
2018-10-23,BAC,BUY,4,22.146479905139653,22.168626385044792,0.08858591962055862,0.0,0
2018-11-09,LLY,SELL,3,99.9551211311307,99.85516600999956,0.2998653633933921,31.455092784628707,156
2018-11-09,PG,BUY,3,76.51326477802174,76.58977804279975,0.22953979433406524,0.0,0
2018-11-09,KO,BUY,1,39.512233883857995,39.55174611774185,0.039512233883857995,0.0,0
2018-11-09,WMT,BUY,1,31.418069641132984,31.449487710774118,0.03141806964113299,0.0,0
2018-11-14,WMT,SELL,1,30.81961348435662,30.78879387087226,0.03081961348435662,-0.6915134533862133,5
2018-11-14,BAC,BUY,1,23.45563253065212,23.479088163182773,0.02345563253065212,0.0,0
2018-11-15,NVDA,BUY,1,4.877902394620918,4.882780297015539,0.004877902394620918,0.0,0
2018-11-19,CVX,SELL,270,86.8708774350101,86.7840065575751,23.455136907452726,-1006.2863750414178,42
2018-11-19,TSLA,BUY,16,23.756000518798828,23.779756519317626,0.3800960083007813,0.0,0
2018-11-19,COST,BUY,101,209.6920110397573,209.90170305079704,21.178893115015487,0.0,0
2018-11-19,JNJ,BUY,11,119.52672669402116,119.64625342071518,1.3147939936342328,0.0,0
2018-11-19,BRK-B,BUY,2,218.27999877929688,218.49827877807618,0.43655999755859376,0.0,0
2018-11-19,PEP,BUY,1,94.7537785016484,94.84853228015005,0.0947537785016484,0.0,0
2018-11-19,NVDA,BUY,1,4.00708923124758,4.011096320478828,0.00400708923124758,0.0,0
2018-12-03,MSFT,SELL,127,105.72808997635425,105.6223618863779,13.42746742699699,2133.9554896925997,227
2018-12-03,LLY,BUY,3,107.93679806390206,108.04473486196596,0.3238103941917062,0.0,0
2018-12-03,PEP,BUY,135,96.67964052775699,96.77632016828474,13.051751471247194,0.0,0
2018-12-03,NVDA,BUY,7,4.279098647735979,4.283377746383715,0.029953690534151853,0.0,0
2018-12-04,CAT,SELL,156,118.52556698465675,118.40704141767209,18.489988449606454,-1785.6469427640352,57
2018-12-04,LLY,BUY,4,107.94591705276548,108.05386296981824,0.43178366821106196,0.0,0
2018-12-04,BRK-B,BUY,81,220.1300048828125,220.3501348876953,17.830530395507814,0.0,0
2018-12-04,PEP,BUY,1,95.78891258854351,95.88470150113206,0.09578891258854351,0.0,0
2018-12-04,PG,BUY,1,78.30568778667438,78.38399347446106,0.07830568778667439,0.0,0
2018-12-04,NVDA,BUY,4,4.171005718250445,4.175176723968695,0.01668402287300178,0.0,0
2018-12-06,CRM,SELL,131,133.39678653680278,133.263389750266,17.474979036321166,1214.696331989576,230
2018-12-06,LLY,BUY,1,104.91630435017925,105.02122065452943,0.10491630435017925,0.0,0
2018-12-06,BRK-B,BUY,40,207.0500030517578,207.25705305480957,8.282000122070313,0.0,0
2018-12-06,PEP,BUY,96,94.07449727610131,94.16857177337741,9.031151738505727,0.0,0
2018-12-06,NVDA,BUY,5,3.7544999483526666,3.7582544483010194,0.018772499741763336,0.0,0
2018-12-07,MA,SELL,113,195.93825433123857,195.74231607690734,22.141022739429957,970.5705976081817,213
2018-12-07,COST,SELL,101,211.0863438600378,210.87525751617775,21.319720729863818,77.00928027358843,18
2018-12-07,PEP,BUY,231,94.1230487411169,94.21717178985801,21.742424259198003,0.0,0
2018-12-07,PG,BUY,31,78.38944561750824,78.46783506312575,2.4300728141427554,0.0,0
2018-12-07,TSLA,BUY,415,24.600000381469727,24.624600381851195,10.209000158309937,0.0,0
2018-12-07,NVDA,BUY,1288,3.9285400477175796,3.932468587765297,5.059959581460242,0.0,0
2018-12-07,HD,BUY,1,147.64330329483687,147.7909465981317,0.14764330329483688,0.0,0
2018-12-07,QQQ,BUY,23,158.77364303714677,158.9324166801839,3.6517937898543757,0.0,0
2018-12-07,AMZN,BUY,1,85.25350189208984,85.33875539398193,0.08525350189208984,0.0,0
2018-12-07,NFLX,BUY,1,28.24799919128418,28.276247190475463,0.02824799919128418,0.0,0
2018-12-07,AMD,BUY,1,21.299999237060547,21.32129923629761,0.02129999923706055,0.0,0
2018-12-10,TSLA,SELL,431,24.0,23.976,10.344,-276.37326277732785,21
2018-12-10,AAPL,BUY,263,39.22179290135247,39.261014694253824,10.3153315330557,0.0,0
2018-12-10,NVDA,BUY,2,3.614673346687054,3.618288020033741,0.007229346693374108,0.0,0
2019-01-02,LLY,SELL,8,104.4341444702344,104.32971032576417,0.8354731557618752,-27.568667669348898,30
2019-01-02,NVDA,BUY,258,3.2388267751101627,3.242065601885273,0.835617307978422,0.0,0
2019-01-03,MRK,SELL,225,58.53817413036298,58.47963595623262,13.171089179331672,3264.079355556291,259
2019-01-03,NVDA,BUY,2048,3.316921962937244,3.3202388849001814,6.793056180095475,0.0,0
2019-01-03,BRK-B,BUY,31,199.97000122070312,200.16997122192382,6.199070037841797,0.0,0
2019-01-03,CRM,BUY,1,132.09052764615095,132.2226181737971,0.13209052764615095,0.0,0
2019-01-04,NVDA,BUY,2,3.2462644996476775,3.2495107641473253,0.006492528999295355,0.0,0
2019-01-07,NVDA,BUY,1,3.4336914833405525,3.437125174823893,0.0034336914833405525,0.0,0
2019-01-08,NFLX,SELL,1,31.99799919128418,31.966001192092897,0.03199799919128418,3.65775600242615,32
2019-01-08,CRM,SELL,1,143.22340984017322,143.08018643033304,0.14322340984017323,10.714344846695782,5
2019-01-08,AAPL,BUY,4,35.551569345096745,35.58712091444184,0.142206277380387,0.0,0
2019-01-08,BAC,BUY,2,21.704844021729713,21.726548865751443,0.043409688043459425,0.0,0
2019-01-10,HD,SELL,1,149.89988459943072,149.7499847148313,0.1498998845994307,1.8091382321001577,34
2019-01-10,LLY,BUY,1,106.52662342308426,106.63315004650734,0.10652662342308426,0.0,0
2019-01-10,BAC,BUY,2,21.569818423096464,21.59138824151956,0.04313963684619293,0.0,0
2019-01-11,AMZN,SELL,199,82.02749633789062,81.94546884155274,16.323471771240236,456.0564382553145,246
2019-01-11,CRM,BUY,54,145.03435350127944,145.1793878547807,7.83185508906909,0.0,0
2019-01-11,NFLX,BUY,211,33.09600067138672,33.129096672058104,6.983256141662597,0.0,0
2019-01-11,LLY,BUY,14,104.8708235006469,104.97569432414755,1.4681915290090568,0.0,0
2019-01-11,NVDA,BUY,1,3.578228931110371,3.5818071600414814,0.0035782289311103712,0.0,0
2019-01-15,AMD,SELL,1,20.440000534057617,20.41956053352356,0.020440000534057617,-0.922178703308108,39
2019-01-15,BAC,SELL,10,22.118345129354985,22.09622678422563,0.22118345129354985,-2.3171064123660816,96
2019-01-15,CAT,BUY,2,113.4010163407961,113.5144173571369,0.2268020326815922,0.0,0
2019-01-15,NVDA,BUY,3,3.762434042318583,3.7661964763609017,0.01128730212695575,0.0,0
2019-01-17,QQQ,SELL,23,155.07855870949385,154.92348015078434,3.5668068503183585,-95.7723470265083,41
2019-01-17,NFLX,BUY,98,34.95000076293945,34.98495076370239,3.425100074768067,0.0,0
2019-01-17,LLY,BUY,1,106.27188330720016,106.37815519050736,0.10627188330720015,0.0,0
2019-01-17,NVDA,BUY,7,3.6570682145919076,3.6607252828064993,0.025599477502143354,0.0,0
2019-01-18,NVDA,BUY,1,3.8112744577460855,3.8150857322038316,0.0038112744577460857,0.0,0
2019-01-22,NVDA,SELL,3629,3.8603623976914765,3.856502035293785,14.009255141222368,1144.0521463125317,68
2019-01-22,UNH,SELL,71,235.4710767902652,235.2356057134749,16.71844645210883,1875.0683228625044,278
2019-01-22,LLY,BUY,146,105.25294182259216,105.35819476441476,15.366929506098456,0.0,0
2019-01-22,CAT,BUY,108,116.5667689911765,116.68333576016768,12.589211051047062,0.0,0
2019-01-22,META,BUY,18,148.28585047678212,148.4341363272589,2.669145308582078,0.0,0
2019-01-22,NFLX,BUY,1,33.48899841308594,33.52248741149902,0.03348899841308594,0.0,0
2019-01-24,PG,SELL,35,79.60039705641795,79.52079665936152,2.786013896974628,39.785654620919864,76
2019-01-24,HD,BUY,16,149.03257664230372,149.18160921894602,2.38452122627686,0.0,0
2019-01-24,CAT,BUY,3,113.5258198584392,113.63934567829764,0.3405774595753176,0.0,0
2019-01-24,NFLX,BUY,2,32.060001373291016,32.092061374664304,0.06412000274658203,0.0,0
2019-01-25,JNJ,SELL,128,105.25498818052243,105.14973319234191,13.472638487106872,-62.04500740156842,190
2019-01-25,AMZN,BUY,106,83.5250015258789,83.60852652740479,8.853650161743165,0.0,0
2019-01-25,CAT,BUY,39,116.42855614189139,116.54498469803329,4.5407136895337645,0.0,0
2019-01-25,BAC,BUY,2,24.709091117836724,24.733800208954563,0.04941818223567345,0.0,0
2019-01-30,BRK-B,SELL,154,203.30999755859375,203.10668756103516,31.309739624023436,-1533.7885687561004,72
2019-01-30,AMZN,BUY,48,81.1500015258789,81.23115152740479,3.8952000732421874,0.0,0
