date,ticker,action,price,shares,amount,cash_balance,total_value,strategy,momentum_score,confidence
2025-10-06,SNPS,SELL,477.9808912200928,2,955.9617824401856,2743.1368510003103,10222.81331430006,ml,,
2025-10-06,APP,BUY,587.2935,1,587.2935,2155.8433510003106,10222.81331430006,ml,,
2025-10-07,KVUE,SELL,16.010209884643555,63,1008.643222732544,2148.5832536683097,10211.96153819895,ml,,
2025-10-07,ORCL,BUY,283.88946290588376,3,851.6683887176513,661.0632407155043,10211.96153819895,ml,,
2025-10-07,SNPS,BUY,478.06890156555176,2,956.1378031311036,1512.7316294331556,10211.96153819895,ml,,
2025-10-07,PORTFOLIO,VALUE,1.0,0,0.0,0.0,10211.96,ml,,
2025-10-07,MOH,BUY,203.3616245040893,5,1016.8081225204468,3473.7716531739243,10211.96153819895,ml,,
2025-10-07,DOW,SELL,22.15955371856689,44,975.0203636169432,4490.579775694371,10211.96153819895,ml,,
2025-10-07,APP,SELL,631.5340505981445,1,631.5340505981445,3515.559412077428,10211.96153819895,ml,,
2025-10-07,IT,SELL,245.1473692703247,3,735.4421078109741,2884.025361479284,10211.96153819895,ml,,
2025-10-07,WBD,BUY,18.60930038166046,54,1004.9022206096648,2468.869432564259,10211.96153819895,ml,,
2025-10-08,DXCM,SELL,67.74610877990723,15,1016.1916316986084,1677.254872414113,10270.704941460132,ml,,
2025-10-08,FDS,SELL,280.2137353973389,3,840.6412061920166,2517.89607860613,10270.704941460132,ml,,
2025-10-08,INTC,SELL,37.41128530502319,27,1010.1047032356262,3528.000781841756,10270.704941460132,ml,,
2025-10-08,PORTFOLIO,VALUE,1.0,0,0.0,0.0,10270.7,ml,,
2025-10-08,ORCL,SELL,287.9859398803711,3,863.9578196411134,5370.189212200643,10270.704941460132,ml,,
2025-10-08,APP,BUY,630.0148622131347,1,630.0148622131347,4740.174349987508,10270.704941460132,ml,,
2025-10-08,IT,BUY,244.11200049591065,4,976.4480019836426,3763.7263480038655,10270.704941460132,ml,,
2025-10-08,STX,BUY,224.46218110656736,4,897.8487244262695,2865.877623577596,10270.704941460132,ml,,
2025-10-08,WDC,BUY,121.14318292236328,8,969.1454633789062,1896.7321601986896,10270.704941460132,ml,,
2025-10-08,SNPS,SELL,489.1153053588867,2,978.2306107177734,4506.23139255953,10270.704941460132,ml,,
2025-10-09,PORTFOLIO,VALUE,1.0,0,0.0,0.0,10158.3,ml,,
2025-10-09,DOW,BUY,21.76766664791107,46,1001.3126658039092,512.1479615616807,10158.3027359128,ml,,
2025-10-09,INTC,BUY,37.81889923667908,26,983.291380153656,1513.46062736559,10158.3027359128,ml,,
2025-10-09,APP,SELL,600.0198473205567,1,600.0198473205567,2496.752007519246,10158.3027359128,ml,,
2025-10-10,DOW,SELL,20.33754533290863,46,935.527085313797,5246.394709118367,9794.101208631992,ml,,
2025-10-10,BAX,BUY,21.94936183547973,44,965.7719207611084,4280.622788357259,9794.101208631992,ml,,
2025-10-10,HOOD,BUY,139.02948671722413,7,973.2064070205688,3307.4163813366904,9794.101208631992,ml,,
2025-10-10,APP,BUY,570.1749596557618,1,570.1749596557618,2737.2414216809284,9794.101208631992,ml,,
2025-10-10,TER,BUY,132.04626052093505,7,924.3238236465454,1812.917598034383,9794.101208631992,ml,,
2025-10-10,MOH,SELL,193.952978050232,5,969.7648902511596,3365.7204615616806,9794.101208631992,ml,,
2025-10-10,LULU,SELL,167.42623950958253,5,837.1311975479126,2395.955571310521,9794.101208631992,ml,,
2025-10-10,TTD,SELL,52.33382061004639,20,1046.6764122009276,1558.8243737626085,9794.101208631992,ml,,
2025-10-10,PORTFOLIO,VALUE,1.0,0,0.0,0.0,9794.1,ml,,
2025-10-10,INTC,SELL,36.35181393241882,26,945.1471622428894,4310.86762380457,9794.101208631992,ml,,
2025-10-13,SWK,BUY,63.773451753616335,15,956.601776304245,1708.7619753899612,9992.203810955523,ml,,
2025-10-13,PORTFOLIO,VALUE,1.0,0,0.0,0.0,9992.2,ml,,
2025-10-13,MOS,BUY,30.723743476867675,32,983.1597912597656,2665.3637516942063,9992.203810955523,ml,,
2025-10-13,COIN,BUY,357.1684852294922,2,714.3369704589844,5466.402090240958,9992.203810955523,ml,,
2025-10-13,LULU,BUY,169.93493110656738,5,849.6746555328368,4616.727434708122,9992.203810955523,ml,,
2025-10-13,STX,SELL,219.4002395095825,4,877.6009580383301,3671.467838512898,9992.203810955523,ml,,
2025-10-13,WDC,SELL,118.7051212272644,8,949.6409698181152,4621.108808331014,9992.203810955523,ml,,
2025-10-13,BAX,SELL,22.087259408950807,44,971.8394139938356,5592.94822232485,9992.203810955523,ml,,
2025-10-13,APP,SELL,589.8149303588867,1,589.8149303588867,6182.763152683737,9992.203810955523,ml,,
2025-10-13,TER,SELL,138.95543564605714,7,972.6880495224,7155.451202206137,9992.203810955523,ml,,
2025-10-13,TTD,BUY,51.300639026641846,19,974.712141506195,6180.739060699943,9992.203810955523,ml,,
2025-10-13,INTC,BUY,37.23861122131348,26,968.2038917541504,3648.523542953972,9992.203810955523,ml,,
2025-10-13,IT,SELL,245.2373206100464,4,980.9492824401856,2793.8668804745685,9992.203810955523,ml,,
2025-10-14,HOOD,SELL,134.88252194976806,7,944.1776536483763,2652.939629038337,9885.736184221749,ml,,
2025-10-14,INTC,SELL,35.61218606758118,26,925.9168377571108,3578.856466795448,9885.736184221749,ml,,
2025-10-14,APA,BUY,22.66767354011536,43,974.7099622249603,892.7214075474775,9885.736184221749,ml,,
2025-10-14,SWK,SELL,66.20909690856934,15,993.13645362854,4571.992920423988,9885.736184221749,ml,,
2025-10-14,SMCI,BUY,53.136555610656735,18,956.4580009918212,3615.534919432167,9885.736184221749,ml,,
2025-10-14,ALB,BUY,96.2881178627014,10,962.8811786270142,2652.6537408051527,9885.736184221749,ml,,
2025-10-14,PORTFOLIO,VALUE,1.0,0,0.0,0.0,9885.74,ml,,
2025-10-14,HUM,BUY,261.7407903442383,3,785.2223710327148,1867.4313697724376,9885.736184221749,ml,,
2025-10-15,ALB,SELL,98.11092366027832,10,981.1092366027832,2869.632535328392,9946.2847124486,ml,,
2025-10-15,APA,SELL,22.97120137214661,43,987.761659002304,3857.394194330696,9946.2847124486,ml,,
2025-10-15,SNPS,BUY,436.1179438934326,2,872.2358877868652,2985.158306543831,9946.2847124486,ml,,
2025-10-15,ALGN,BUY,128.49420767211913,7,899.4594537048339,2085.698852838997,9946.2847124486,ml,,
2025-10-15,HOOD,BUY,134.2170688934326,7,939.5194822540284,1146.1793705849686,9946.2847124486,ml,,
2025-10-15,WBD,SELL,18.440775762557983,54,995.8018911781312,1888.5232987256088,9946.2847124486,ml,,
2025-10-15,PORTFOLIO,VALUE,1.0,0,0.0,0.0,9946.28,ml,,
2025-10-16,DELL,BUY,150.84816776275636,6,905.0890065765382,919.2614556222009,9870.201457682137,ml,,
2025-10-16,ALB,BUY,95.3376459159851,10,953.376459159851,1824.350462198739,9870.201457682137,ml,,
2025-10-16,PYPL,BUY,65.93061576461793,14,923.028620704651,2777.72692135859,9870.201457682137,ml,,
2025-10-16,HPE,BUY,22.51125,43,967.98375,3700.755542063241,9870.201457682137,ml,,
2025-10-16,ALGN,SELL,129.7750763397217,7,908.425534378052,4668.739292063241,9870.201457682137,ml,,
2025-10-16,HUM,SELL,267.14635877990725,3,801.4390763397217,2880.353933283333,9870.201457682137,ml,,
2025-10-16,MOS,SELL,29.14798394870758,32,932.7354863586426,2078.914856943611,9870.201457682137,ml,,
2025-10-16,PORTFOLIO,VALUE,1.0,0,0.0,0.0,9870.2,ml,,
2025-10-16,SNPS,SELL,439.9799122009277,2,879.9598244018555,3760.3137576851886,9870.201457682137,ml,,
2025-10-17,PORTFOLIO,VALUE,1.0,0,0.0,0.0,9849.22,ml,,
2025-10-17,HPE,SELL,22.94851908493042,43,986.7863206520082,2577.751734312539,9849.218185511116,ml,,
2025-10-17,MRNA,BUY,26.02300522899628,37,962.8511934728622,753.5724256205608,9849.218185511116,ml,,
2025-10-17,ANET,BUY,143.17155610656738,6,859.0293366394043,1716.423619093423,9849.218185511116,ml,,
2025-10-17,IT,BUY,235.8478607254028,4,943.3914429016112,2575.4529557328274,9849.218185511116,ml,,
2025-10-17,PYPL,SELL,67.22090459442138,14,941.0926643218994,3518.8443986344387,9849.218185511116,ml,,
2025-10-17,COIN,SELL,335.851979019165,2,671.70395803833,1590.9654136605309,9849.218185511116,ml,,
2025-10-20,FFIV,BUY,296.64825,3,889.9447500000001,4374.545723761086,10128.077344672683,ml,,
2025-10-20,HOOD,SELL,135.73210305023193,7,950.1247213516236,4438.678939944749,10128.077344672683,ml,,
2025-10-20,SMCI,SELL,55.01248091506958,18,990.2246564712524,3488.554218593126,10128.077344672683,ml,,
2025-10-20,LULU,SELL,172.34377767944335,5,861.7188883972167,2498.329562121873,10128.077344672683,ml,,
2025-10-20,PSKY,SELL,16.981504771232604,52,883.0382481040954,1636.6106737246562,10128.077344672683,ml,,
2025-10-20,AES,BUY,14.22633835887909,71,1010.0700234804154,5264.490473761087,10128.077344672683,ml,,
2025-10-20,PORTFOLIO,VALUE,1.0,0,0.0,0.0,10128.08,ml,,
2025-10-20,IT,SELL,239.3602557296753,4,957.4410229187012,5396.11996286345,10128.077344672683,ml,,
2025-10-20,ANET,SELL,146.4067557296753,6,878.4405343780518,6274.560497241502,10128.077344672683,ml,,
2025-10-20,APA,BUY,22.252115904808043,45,1001.345215716362,3373.2005080447243,10128.077344672683,ml,,
2025-10-20,CEG,BUY,369.76071569824217,2,739.5214313964843,2633.67907664824,10128.077344672683,ml,,
2025-10-20,WDC,BUY,121.49307396697998,8,971.9445917358398,1661.7344849124,10128.077344672683,ml,,
2025-10-21,GEV,BUY,585.6226820983886,1,585.6226820983886,5168.2723087530185,10107.0181410327,ml,,
2025-10-21,ALB,SELL,91.29432633972168,10,912.9432633972168,2574.677748309617,10107.0181410327,ml,,
2025-10-21,DELL,SELL,149.35527767944336,6,896.1316660766602,3470.809414386277,10107.0181410327,ml,,
2025-10-21,MRNA,SELL,27.476254771232604,37,1016.6214265356064,4487.430840921884,10107.0181410327,ml,,
2025-10-21,AES,SELL,14.133162923336029,71,1003.454567556858,5490.885408478742,10107.0181410327,ml,,
2025-10-21,FFIV,SELL,299.0603864593506,3,897.1811593780517,6388.066567856793,10107.0181410327,ml,,
2025-10-21,APA,SELL,22.3188349237442,45,1004.3475715684892,7392.414139425282,10107.0181410327,ml,,
2025-10-21,WDC,SELL,121.25180562210085,8,970.0144449768068,8362.428584402089,10107.0181410327,ml,,
2025-10-21,PORTFOLIO,VALUE,1.0,0,0.0,0.0,10107.02,ml,,
2025-10-21,PSKY,BUY,16.518255228996278,61,1007.6135689687728,5753.894990851407,10107.0181410327,ml,,
2025-10-21,COIN,BUY,338.78930511474607,2,677.5786102294921,7684.849974172596,10107.0181410327,ml,,
2025-10-21,HOOD,BUY,131.90591633605956,7,923.3414143524168,6761.50855982018,10107.0181410327,ml,,
2025-10-21,KVUE,BUY,14.751640551567078,68,1003.1115575065612,1344.2549934148828,10107.0181410327,ml,,
2025-10-21,SMCI,BUY,54.84740969467163,18,987.2533745040894,2347.3665509214443,10107.0181410327,ml,,
2025-10-21,ORCL,BUY,275.2875688934326,3,825.8627066802978,3334.619925425534,10107.0181410327,ml,,
2025-10-21,DOW,BUY,21.44233354568481,47,1007.7896766471864,4160.482632105832,10107.0181410327,ml,,
2025-10-22,ALB,BUY,91.31563164138794,10,913.1563164138794,1183.7309142980623,9973.473247504238,ml,,
2025-10-22,PORTFOLIO,VALUE,1.0,0,0.0,0.0,9973.47,ml,,
2025-10-22,VST,BUY,185.9229168319702,5,929.6145841598512,2096.887230711942,9973.473247504238,ml,,
2025-10-22,UAL,BUY,96.31813164138794,10,963.1813164138794,3026.5018148717927,9973.473247504238,ml,,
2025-10-22,WDC,BUY,120.43340132904052,8,963.4672106323242,3989.683131285672,9973.473247504238,ml,,
2025-10-22,KVUE,SELL,14.993532312870023,68,1019.5601972751616,4953.150341917996,9973.473247504238,ml,,
2025-10-22,DOW,SELL,21.37165974617004,47,1004.468008069992,2989.062644642834,9973.473247504238,ml,,
2025-10-22,COIN,SELL,320.1698215789795,2,640.339643157959,1984.5946365728416,9973.473247504238,ml,,
2025-10-22,SMCI,SELL,52.47375,18,944.5275,3933.590144642834,9973.473247504238,ml,,
2025-10-23,PORTFOLIO,VALUE,1.0,0,0.0,0.0,10215.5,ml,,
2025-10-23,MOH,BUY,161.0805,6,966.483,5416.270561430936,10215.504376593595,ml,,
2025-10-23,AMD,BUY,235.10750049591064,4,940.4300019836426,2493.2148772077617,10215.504376593595,ml,,
2025-10-23,CEG,SELL,365.1980469360352,2,730.3960938720703,1914.1270081701327,10215.504376593595,ml,,
2025-10-23,HOOD,SELL,134.26283683013915,7,939.839857810974,2853.966865981107,10215.504376593595,ml,,
2025-10-23,GEV,SELL,594.8524494018554,1,594.8524494018554,3448.8193153829625,10215.504376593595,ml,,
2025-10-23,WDC,SELL,125.55618616867064,8,1004.4494893493652,4453.268804732328,10215.504376593595,ml,,
2025-10-23,VST,SELL,191.2743101196289,5,956.3715505981444,5409.640355330473,10215.504376593595,ml,,
2025-10-23,ALB,SELL,97.31132061004638,10,973.1132061004638,6382.753561430936,10215.504376593595,ml,,
2025-10-23,KVUE,BUY,14.909728131294251,68,1013.8615129280092,4402.409048502927,10215.504376593595,ml,,
2025-10-23,ON,BUY,51.80588877868652,19,984.311886795044,510.90424041271774,10215.504376593595,ml,,
2025-10-23,MRNA,BUY,26.263125,38,997.99875,1495.2161272077617,10215.504376593595,ml,,
2025-10-23,COIN,BUY,322.9213897705078,3,968.7641693115232,3433.644879191404,10215.504376593595,ml,,
2025-10-24,PORTFOLIO,VALUE,1.0,0,0.0,0.0,10403.82,ml,,
2025-10-24,MCHP,BUY,62.63661882019043,16,1002.1859011230468,4440.521097989088,10403.81507758618,ml,,
2025-10-24,ORCL,SELL,283.18832157897947,3,849.5649647369385,1360.4692051496563,10403.81507758618,ml,,
2025-10-24,UAL,SELL,99.26034255981445,10,992.6034255981444,2353.0726307478008,10403.81507758618,ml,,
2025-10-24,COIN,SELL,354.2827614593506,3,1062.8482843780516,3415.9209151258524,10403.81507758618,ml,,
2025-10-24,AMD,SELL,252.79353816986085,4,1011.1741526794434,4427.095067805296,10403.81507758618,ml,,
2025-10-24,SMCI,BUY,48.31414591598511,21,1014.5970642356872,957.0492220468578,10403.81507758618,ml,,
2025-10-24,TPL,BUY,927.3744051818848,1,927.3744051818848,1971.646286282545,10403.81507758618,ml,,
2025-10-24,GEV,BUY,584.6822096557618,1,584.6822096557618,2899.02069146443,10403.81507758618,ml,,
2025-10-24,DECK,BUY,86.98347244262695,11,956.8181968688964,3483.702901120192,10403.81507758618,ml,,
2025-10-24,MRNA,SELL,26.72662977123261,38,1015.611931306839,5442.706999112135,10403.81507758618,ml,,
2025-10-27,PORTFOLIO,VALUE,1.0,0,0.0,0.0,10586.93,ml,,
2025-10-27,SMCI,SELL,51.54421469497681,21,1082.428508594513,6578.7842048883485,10586.929825837142,ml,,
2025-10-27,UAL,BUY,98.8494030532837,10,988.494030532837,2691.9416464967776,10586.929825837142,ml,,
2025-10-27,PSKY,SELL,16.561714694976807,61,1010.2645963935852,1967.313818440443,10586.929825837142,ml,,
2025-10-27,MCHP,SELL,63.94099782180786,16,1023.0559651489258,2990.3697835893686,10586.929825837142,ml,,
2025-10-27,DECK,SELL,90.42476622009278,11,994.6724284210204,3985.042212010389,10586.929825837142,ml,,
2025-10-27,GEV,SELL,584.0978196411132,1,584.0978196411132,4569.140031651502,10586.929825837142,ml,,
2025-10-27,TPL,SELL,927.215664642334,1,927.215664642334,5496.355696293836,10586.929825837142,ml,,
2025-10-27,LULU,BUY,181.48069438934328,5,907.4034719467164,5671.380732941632,10586.929825837142,ml,,
2025-10-27,ALB,BUY,96.27811835861206,10,962.7811835861206,4708.599549355512,10586.929825837142,ml,,
2025-10-27,CNC,BUY,33.16657652664185,31,1028.1638723258973,3680.435677029616,10586.929825837142,ml,,
2025-10-27,FCX,BUY,41.12054847335816,25,1028.013711833954,1663.9279346628236,10586.929825837142,ml,,
2025-10-27,ORCL,BUY,281.5406938934326,3,844.6220816802978,819.3058529825258,10586.929825837142,ml,,
2025-10-28,DECK,BUY,87.65380561065673,11,964.191861717224,4540.609991349226,10453.411153885843,ml,,
2025-10-28,ORCL,SELL,280.6895715789795,3,842.0687147369385,5504.80185306645,10453.411153885843,ml,,
2025-10-28,FCX,SELL,41.14941316986084,25,1028.7353292465211,4662.733138329511,10453.411153885843,ml,,
2025-10-28,GEV,BUY,571.2654704589844,1,571.2654704589844,2961.8010228738844,10453.411153885843,ml,,
2025-10-28,LULU,SELL,179.8900057296753,5,899.4500286483765,1718.7558816309024,10453.411153885843,ml,,
2025-10-28,PORTFOLIO,VALUE,1.0,0,0.0,0.0,10453.41,ml,,
2025-10-28,ALB,SELL,96.6316603050232,10,966.3166030502318,2685.0724846811345,10453.411153885843,ml,,
2025-10-28,ARE,BUY,62.971468626022336,16,1007.5434980163574,3533.066493332869,10453.411153885843,ml,,
2025-10-28,UAL,SELL,94.89253244018556,10,948.9253244018556,3633.99780908299,10453.411153885843,ml,,
2025-10-28,URI,BUY,874.2736493225098,1,874.2736493225098,1172.3399975595537,10453.411153885843,ml,,
2025-10-28,EG,BUY,305.06245866394045,3,915.1873759918212,2046.6136468820632,10453.411153885843,ml,,
2025-10-29,BRO,BUY,80.17233694839477,12,962.0680433807372,1173.1368957223951,10416.05167892552,ml,,
2025-10-29,SMCI,BUY,52.716343626022336,19,1001.6105288944244,2135.2049391031323,10416.05167892552,ml,,
2025-10-29,FISV,BUY,70.63529847335815,14,988.894178627014,3136.815467997557,10416.05167892552,ml,,
2025-10-29,URI,SELL,868.522552734375,1,868.522552734375,4125.709646624571,10416.05167892552,ml,,
2025-10-29,PORTFOLIO,VALUE,1.0,0,0.0,0.0,10416.05,ml,,
2025-10-29,EG,SELL,309.29528720092776,3,927.8858616027832,3257.187093890196,10416.05167892552,ml,,
2025-10-29,CNC,SELL,37.3213301525116,31,1156.9612347278596,2329.301232287413,10416.05167892552,ml,,
2025-10-30,CI,BUY,245.8425711593628,4,983.3702846374512,3451.0602245016166,10131.444211548813,ml,,
2025-10-30,CMG,BUY,32.54626377868652,31,1008.9341771392822,4434.430509139068,10131.444211548813,ml,,
2025-10-30,BAX,BUY,19.159442945480347,52,996.291033164978,5443.36468627835,10131.444211548813,ml,,
2025-10-30,BRO,SELL,80.24181092834473,12,962.9017311401368,6439.655719443328,10131.444211548813,ml,,
2025-10-30,SW,BUY,36.05802091598511,28,1009.6245856475832,886.4785561819141,10131.444211548813,ml,,
2025-10-30,SMCI,SELL,50.34481393241882,19,956.5514647159576,5476.753988303191,10131.444211548813,ml,,
2025-10-30,GEV,SELL,573.7829723205566,1,573.7829723205566,4520.202523587233,10131.444211548813,ml,,
2025-10-30,PORTFOLIO,VALUE,1.0,0,0.0,0.0,10131.44,ml,,
2025-10-30,ON,SELL,50.82457347488403,19,965.6668960227968,3044.950528347976,10131.444211548813,ml,,
2025-10-30,FFIV,BUY,256.81834744262693,3,770.4550423278808,2680.605182173736,10131.444211548813,ml,,
2025-10-30,ZBRA,BUY,261.5006801147461,3,784.5020403442384,1896.1031418294967,10131.444211548813,ml,,
2025-10-30,ARE,SELL,56.34181393241882,16,901.4690229187012,3946.419551266677,10131.444211548813,ml,,
2025-10-30,MOH,SELL,151.02445610046388,6,906.1467366027832,2079.2836323251786,10131.444211548813,ml,,
2025-10-31,ORCL,BUY,262.7412903442383,3,788.2238710327149,4731.445629453666,10152.123501326569,ml,,
2025-10-31,DECK,SELL,81.45925,11,896.05175,1782.530306181914,10152.123501326569,ml,,
2025-10-31,FISV,SELL,66.65665744018554,14,933.1932041625976,2715.723510344512,10152.123501326569,ml,,
2025-10-31,CMG,SELL,31.67415553379059,31,981.8988215475084,3697.62233189202,10152.123501326569,ml,,
2025-10-31,CI,SELL,242.9232164001465,4,971.692865600586,4669.315197492606,10152.123501326569,ml,,
2025-10-31,ZBRA,SELL,269.115375,3,807.3461249999999,5476.661322492606,10152.123501326569,ml,,
2025-10-31,SW,SELL,36.90153816986084,28,1033.2430687561036,6509.9043912487095,10152.123501326569,ml,,
2025-10-31,DXCM,BUY,58.24911122131348,17,990.2348907623292,5519.6695004863805,10152.123501326569,ml,,
2025-10-31,PORTFOLIO,VALUE,1.0,0,0.0,0.0,10152.12,ml,,
2025-10-31,GRMN,BUY,214.04697244262687,4,856.1878897705078,3875.257739683158,10152.123501326569,ml,,
2025-10-31,MPWR,BUY,1005.5025,1,1005.5025,2869.755239683158,10152.123501326569,ml,,
2025-10-31,MO,BUY,56.408191068649295,17,958.939248167038,1910.81599151612,10152.123501326569,ml,,
2025-10-31,MRNA,BUY,27.173579847335816,37,1005.4224543514252,905.3935371646947,10152.123501326569,ml,,
2025-11-03,KVUE,SELL,15.931245099067688,68,1083.3246667366027,2921.531543617255,10148.08923113442,ml,,
2025-11-03,IP,BUY,36.4969686126709,27,985.4181525421144,3095.5984817256985,10148.08923113442,ml,,
2025-11-03,DXCM,SELL,60.3997853050232,17,1026.7963501853942,3948.327893802649,10148.08923113442,ml,,
2025-11-03,TTD,SELL,49.09543893241882,19,932.8133397159576,1838.2068768806523,10148.08923113442,ml,,
2025-11-03,MPWR,SELL,1003.4280276794434,1,1003.4280276794434,4951.755921482092,10148.08923113442,ml,,
2025-11-03,MO,SELL,56.64166316986084,17,962.9082738876344,5914.664195369726,10148.08923113442,ml,,
2025-11-03,MRNA,SELL,24.897544847488405,37,921.209159357071,6835.8733547267975,10148.08923113442,ml,,
2025-11-03,CHTR,BUY,222.3110969467163,4,889.2443877868652,5946.628966939932,10148.08923113442,ml,,
2025-11-03,PORTFOLIO,VALUE,1.0,0,0.0,0.0,10148.09,ml,,
2025-11-03,AJG,BUY,242.45759399414064,4,969.8303759765626,2125.768105749136,10148.08923113442,ml,,
2025-11-03,RCL,BUY,277.9388877868652,3,833.8166633605956,1291.9514423885405,10148.08923113442,ml,,
2025-11-03,GNRC,BUY,163.831875,6,982.99125,4081.016634267813,10148.08923113442,ml,,
2025-11-03,MOH,BUY,147.10351377868653,6,882.6210826721192,5064.007884267813,10148.08923113442,ml,,
2025-11-04,FFIV,SELL,241.2593148803711,3,723.7779446411133,2015.7293870296533,9999.439227727897,ml,,
2025-11-04,CHTR,SELL,220.7995486602784,4,883.1981946411133,2898.927581670767,9999.439227727897,ml,,
2025-11-04,MOH,SELL,151.61415744018555,6,909.6849446411134,3808.61252631188,9999.439227727897,ml,,
2025-11-04,META,BUY,627.6336673278809,1,627.6336673278809,5159.180334005361,9999.439227727897,ml,,
2025-11-04,NCLH,BUY,18.79939591598511,53,996.3679835472108,4162.812350458151,9999.439227727897,ml,,
2025-11-04,COIN,BUY,307.47366732788083,3,922.4210019836426,3240.391348474508,9999.439227727897,ml,,
2025-11-04,LULU,BUY,160.74033366394042,6,964.4420019836424,2275.949346490865,9999.439227727897,ml,,
2025-11-04,MRNA,BUY,23.761875,42,997.99875,1277.9505964908656,9999.439227727897,ml,,
2025-11-04,PORTFOLIO,VALUE,1.0,0,0.0,0.0,9999.44,ml,,
2025-11-04,IP,SELL,36.09519410705566,27,974.5702408905028,4783.182767202383,9999.439227727897,ml,,
2025-11-04,AJG,SELL,250.90780853271485,4,1003.6312341308594,5786.814001333242,9999.439227727897,ml,,
2025-11-05,RCL,SELL,256.5016898803711,3,769.5050696411133,3823.56710512734,10083.916916528708,ml,,
2025-11-05,SMCI,BUY,42.05101377868653,23,967.17331690979,2011.844542488104,10083.916916528708,ml,,
2025-11-05,FISV,BUY,64.032,15,960.48,2979.017859397894,10083.916916528708,ml,,
2025-11-05,AXON,BUY,639.8497943115234,1,639.8497943115234,3939.497859397894,10083.916916528708,ml,,
2025-11-05,ANET,BUY,140.4902081680298,7,983.4314571762086,4579.3476537094175,10083.916916528708,ml,,
2025-11-05,DXCM,BUY,59.30963877868653,16,948.9542204589844,5562.779110885626,10083.916916528708,ml,,
2025-11-05,MOH,BUY,149.824875,6,898.9492499999999,6511.733331344611,10083.916916528708,ml,,
2025-11-05,MRNA,SELL,23.54821946620941,42,989.0252175807952,7410.68258134461,10083.916916528708,ml,,
